Packet Loss Budget;Latency Budget (μs);Jitter Budget (μs);Data R date Budget (Gbps);Required Mobility;Required Connectivity;Slice Available Transfer Rate (Gbps);Slice Latency (μs);Slice Packet Loss;Slice Jitter (μs);Slice Type;Slice Handover
0.0;1000.0;1.0;1000.0;no;yes;1813.5320770864723;2151.7604109915683;0.0003575642951871;3027.3362825644763;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;4344.683038281612;2307.667245738576;0.0006214701916517;1777.7702078348843;mURLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;7592.309359163732;2138.386302099236;0.0007464320194861;2071.6315189604748;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4908.87517431894;1338.55493774192;0.0005520816015618;549.4075189522041;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;5837.649635012985;2366.908701094196;0.0003854405288107;2447.098658055472;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;3962.685231640706;1933.8699450889194;0.0003386972825314;1510.7927912799694;mURLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5429.719060228799;1492.40548912829;0.0003765770974044;915.261515369212;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;7721.5216152690045;1059.4334743057013;0.0004963094962201;2229.987378400048;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3067.221743378541;1455.1518271385676;0.0005429861150781;1394.5247153782416;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;8644.373084875453;2509.3930770189354;0.0007046440446569;1313.5797406212248;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;2424.184020873579;3174.5827644043375;0.0004878055187514;2519.0832633443056;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;4191.4111778314;2078.931588181576;0.0003895581787099;3087.8839609204942;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;3607.444011564821;1335.5144588865867;0.0003121055377224;2186.186789528097;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4546.443773884889;2277.58674360338;0.0004651747134991;2838.7785647976702;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;3585.8033582724293;2718.2559316249544;0.0002252391299484;1773.6854447820062;mURLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;3459.454680789001;3280.8222441885036;0.0003992672975047;2395.071237308922;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;3022.786781914884;2842.7437063579728;0.0002900132431871;2162.084080005261;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;6073.8153719889415;2149.513623675149;0.0004567685635496;2303.8776319754784;mURLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;4603.942999765023;2383.38555278421;0.0005759960288369;1371.09670677792;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4168.065885570771;1518.2599375581633;0.0005633803008004;380.3071403029102;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;5470.881141485172;2531.3003597351717;0.0006139959738869;2932.687785297504;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;2509.6899207675824;2622.649483445957;0.0003458780854571;1831.5417407390348;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;5511.069844519916;335.1629481475521;0.0007362841036001;756.794445384731;mURLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4844.233293198094;2095.1197158382383;0.0006110140319467;1990.853452536117;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4895.447456256292;2993.3920882173597;0.0006049090149243;2249.822996296187;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5865.691390386424;1552.5115186585622;0.0006876719100244;2033.3963657691609;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;7739.432760654354;583.0140486339046;0.0005294219601347;2175.913852545253;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;5538.737407467772;1981.5539279720326;0.0004807184487883;2065.6790533356625;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4667.40913274333;2717.3610298361777;0.000724735068021;1785.2235386361301;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;3029.623128104705;2267.074659922837;0.0003607170820959;2117.524133432226;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;1016.2019269313114;2017.9590205985814;0.000464738399979;1897.341955004316;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5213.61896457691;1382.9055974390149;0.0006928568733233;2132.7393319325693;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;2901.3210385885845;1267.8379936661247;0.0004652136653208;2264.694043741508;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;767.1509534887982;2121.8481370672107;0.0004020882748388;2387.651312566313;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;4415.774439905088;1960.9807948372409;0.0003426008132394;1669.7074943224452;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;5399.59631264717;2568.338552027474;0.0005396919823095;2453.8728241038243;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;6240.882310257146;2293.734571621658;0.0004285311769326;2293.988677641903;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6769.074314221936;1504.6246952027645;0.0005815003837476;2818.934398129349;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6459.874320631148;2170.7556910931435;0.0007736313391384;2128.7901694347443;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6504.641286835178;2060.281804160356;0.0006788001137172;2674.10294331929;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;2553.9613240210097;890.588940096685;0.0001126816455613;519.5216033948747;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4751.198870261638;1720.5804298946643;0.0006195305441731;1294.7555678914703;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;5966.795971729922;2040.043403462829;0.0006312410875586;2741.712170202908;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5077.783296139643;1924.4213893926967;0.0004503083191829;2223.0133642144897;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;4741.943730575263;2210.4940814391534;0.0007073609670455;1299.7468861845173;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;5047.312018183863;2052.234175163633;0.0005491439793556;2124.656388284676;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;5409.682408015549;2227.1247930913682;0.0001760701992823;2713.717153242774;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;4872.356639891472;2111.247282755285;0.0005236197880603;1177.754307598428;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;3590.1754508777904;1984.515226518015;0.0004547480574923;2187.7862935716785;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;2162.7436254551494;2106.362855433702;0.0003952164395877;3458.9599520120946;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;4660.488735408175;1758.9765903280381;0.0005604714819583;1464.9850770010798;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5096.29501004974;1722.8757970290837;0.0006084456599888;1394.7868121264187;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5078.124872529656;2065.6003034480914;0.0006115378716349;360.9433318855816;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;6588.542952459755;660.6500452980129;0.0006165942589456;1755.3098988473578;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;6884.655400654707;1752.7746888899824;0.0003073938365048;2617.3929770985146;mURLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4827.145997518557;1529.219180566085;0.0003230857362994;1655.0729923814292;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;4839.074749978068;1446.8572495203864;0.0005449141322535;3734.406735018675;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5955.6188111844895;1789.850598449792;0.0006796822188852;4000.0;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;5711.342874466705;1106.4452528107724;0.0005589227745416;3203.2710585122595;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;4262.976756698076;1793.0338807689723;0.000149023358811;1521.4662665024225;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6098.746557925269;2154.2178576744577;0.0005911827747169;2207.83204726947;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;4756.567047485688;2700.280589657951;0.0002404162011225;1609.2537136023832;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4792.002953956071;3466.115551912812;0.0006142628223905;1566.7388260260045;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;5723.117389515219;780.9670892453989;0.000407052388494;2229.2809363872857;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4498.605828197862;1377.3916172227623;0.0005504154518667;1298.4795093723374;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5158.271733732091;1792.8629526320533;0.0008506078728537;738.2279888590872;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;5496.357586684841;2092.1804769544183;0.0004411488485742;1068.6434844225985;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6362.328069350439;2243.025847529805;0.0003742226572988;2179.413700758989;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;6247.276277028746;1593.2522415354788;0.0004276398315182;3263.34925174084;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;5445.529620534422;314.88198971192094;0.0002495724331574;2626.6275469479942;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;652.9869040554249;2689.7365636964037;0.0003326582912296;1925.899298279531;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5406.044141065384;2335.1107196709927;0.0006775596869463;2507.674023668892;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;5663.57690058836;2475.489257247394;0.0001711440253383;1954.8141125678012;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;6001.947923742775;1856.8992460532406;0.0003954116861355;2711.888567393593;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;3407.284399607041;2234.108446682975;0.0005399377327359;2503.9151132287616;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;1464.0602586422497;666.8966601949115;0.0004317393053572;405.37829685394814;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6343.98232297098;1286.4185828237873;0.0007249520801719;1567.2975135757588;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;2959.826431993982;2796.171903890113;0.0004722001658034;2454.557541900551;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;7037.24554560564;2020.6097497643082;0.0004435135613039;2543.6633775656837;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4036.176632299585;3246.187713111394;0.000524870844788;1691.0324834441658;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;3288.716264906554;1350.1968076557712;0.0005452867984946;573.3057009422814;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;5583.145017231222;3701.431475031355;0.0005000070026507;2140.208756543241;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;6027.357445659811;3796.918810277905;0.0004880640151623;978.6601875154364;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;5928.03727378895;1570.0536822398856;0.000174341044224;1445.35844774426;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5836.433741492195;1697.0449228926145;0.0003116446306827;2939.2116427900173;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;3820.967452962376;2834.66823329416;0.0005961801092281;1695.0399690558522;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;2455.9048244873898;1624.8158004449313;0.0006679718173791;1528.574352911728;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4351.124285234021;1822.9290487423932;0.0007128940525922;1915.0231356167571;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;3091.177971272188;1511.1976591390044;0.0002593915817913;2606.291947772556;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5721.342383384911;1529.1480014622762;0.0003604311465211;1833.97615961724;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;6457.433976726664;2078.6445191599514;0.0007493867076986;2979.337363107052;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5288.298967422985;1817.5892375037736;0.0004365106493891;1386.1156183259302;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4998.925466736714;607.1364751723036;0.0006029519652503;1304.9610381430955;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4483.164107910199;2960.7259023090837;0.001;2314.681903266577;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;6634.252057686403;3066.2301752768467;0.0006749680735666;1534.883434654384;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;1950.0238470492177;2341.5977259833035;0.0004639433156803;2319.87653243841;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;2990.449291845292;2083.8421998569424;0.0004765270397656;3527.796674175461;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;8044.751049005521;1376.0960106064251;0.0005877684826203;1154.6663645316619;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;2909.110208555689;1692.0910981975167;0.0001798976677962;2218.191564535785;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5885.472881311385;2726.1064148746573;0.0005735211650511;2615.8879087979108;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;6228.360715510148;2398.613638209185;0.0004538797076642;1560.9733556366498;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;1790.4025898757573;2303.521346370407;0.0004870944696782;2008.6362234720682;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;2110.292589418249;2331.8545541562676;0.0005176320843969;466.54776473500345;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;7108.146448604733;2708.328525916853;0.0007609524524007;1998.275100961095;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3379.089381852975;2608.3276322826596;0.0005427438686011;1336.8816720237141;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;3424.6049056619268;2459.604165721031;0.0005391166914714;1344.984739403077;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;4132.4598987761965;1767.8350948580246;0.0006191773231864;1862.1084908610824;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;3383.191675041668;3122.9185206848692;0.0005121377035715;1701.0026252619616;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5877.525086516603;1676.7214534102004;0.0006102769762278;1173.625005696623;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;3030.634407831776;1420.826673181371;0.0004811190691653;3042.462584256351;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;1724.5600799088977;1624.1425272611991;0.0006938889361844;2098.6138048118446;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6927.568135898442;1205.8534678631224;0.000713065525681;2262.595981280072;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;3112.504208139414;2389.051013061145;0.000612095430222;1623.3582703728116;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;3747.2607253495617;1990.9583938604364;0.0001178530391133;1959.3564016824978;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;6383.4582480483205;2752.433797794017;0.0005292115940472;610.055028579673;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;5117.561440054618;369.0828544020227;0.000179310862235;1269.950282576827;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6854.216707474121;2140.59716920724;0.0005635849608502;2994.275792498648;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;6408.929317960391;1828.751337752072;0.000767222111449;2414.199930414888;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;4244.857829010182;1769.5976731542198;0.0006904129871676;1678.1827079350926;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6703.529484162948;1306.2190248654772;0.0004552134900824;2260.964592341834;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5280.093950797128;2029.0844516266006;0.0004733091045185;833.9480660688172;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;4003.286550167541;1490.193137586685;0.0001935495170064;1730.3847845033793;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;5484.4543046770295;3013.1162856688366;0.000502227603921;2002.5924414581496;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;2818.2807106824844;2418.0442895362166;0.0004658800492955;2526.0931312752195;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;6390.107196175239;2654.2867051741205;0.0002906407057817;1461.014559257434;mURLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6173.913960781619;839.7619773384072;0.0003364637335644;2028.1805903800707;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5201.077342732813;2590.426570525617;0.0003003037976539;1835.5860282121184;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;1803.6980039975151;2527.5888569621025;0.0008579654020414;2250.3406713401114;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6924.315577732895;1729.121452095883;0.000519898320692;2157.414605660275;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;5728.914958315055;1875.708211615856;0.0006256694369816;1972.091059896306;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;4962.2399149280045;1344.8329725258668;0.0006526600515073;2227.0838736155624;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4699.419312448129;1794.959666916516;0.0007686736723688;1598.7794033312637;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;4106.0574076952125;2376.4174969009937;0.0007634103591828;1650.9213542606396;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4426.439474260217;1553.7727505737769;0.0006573495538536;956.088496651616;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6282.39961870975;2024.0777631623164;0.000246422195891;2468.791110906064;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;4139.376049525447;3697.083539581823;0.0006588148518795;1911.2743047641868;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4543.375479029779;1347.468712064052;0.0004334026674191;1280.128313046948;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;4787.865805034655;2221.4246684329346;0.0002894716088375;1473.65053782946;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4833.521264176768;1310.7908089710875;0.0004379798300776;3100.120294796988;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;3970.91644160878;1009.6771460079591;0.0005255270970607;1826.683292757056;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;4716.862626776651;2532.8634106521927;7.247707849302164e-05;2280.9208200131693;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;5572.632690844274;1728.7523279254226;0.0005667644691517;1658.3522000119833;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3492.643134431305;3066.252586791301;0.0006894704731607;1234.393497066154;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;4724.57656629961;2378.575995185233;0.0005144563599821;2027.011214944974;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;8218.485181167314;1476.132546491323;0.0003196278384607;2734.034492900159;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4895.269957048796;1415.362674272345;0.0006016569061027;2983.436031439235;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;3449.949995737512;2480.405720003385;0.0004955033634853;2907.7511715438554;mURLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;3254.9882064814674;1298.0624005052064;0.0007902490135629;2435.953152886165;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;2892.052412457519;1279.3634961669522;0.0001170029548518;2376.6425218489985;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;7712.089750026816;853.8629012748693;7.072249016299971e-05;1392.0688317975191;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6680.36931246229;2415.592872618909;0.0004834863034405;2052.2635314894987;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;2851.339825137547;1460.2518898536885;0.0004231816876197;2667.77721034422;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;5356.641539514677;2239.811259789068;0.000544899901446;2957.7670607463624;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;7041.6892918283975;1131.8371866437546;0.0005694946913294;1955.0682611829557;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;4933.059892339451;907.7820324478979;0.0007532598900795;1724.42410292239;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;4181.225264453896;2479.8471619162224;0.0004598308812589;1387.3476639685132;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;8734.959264189174;1894.3251901055396;0.0005749785959898;1999.5001831984555;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;1825.2428513725208;1547.8654009781085;0.0002807616984141;2784.200421078885;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;9387.6958587547;1675.6978278904396;0.0009108480697379;1674.918223926537;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;5100.488681559367;1678.0743504274892;0.0006843348656302;2446.012182193824;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;7151.001812135813;3356.179208378218;0.0006470910431284;2777.8566852793083;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;2999.6781367260046;2176.9548931612917;0.0003654847862038;1734.5797372875968;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;3791.313767300823;2092.662148070537;0.0007270645864604;1884.8813901032552;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3200.752088257452;1497.676209514499;0.0006688814095896;2849.4405485422885;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;4832.1315401812935;2524.5413681811942;0.000606586939854;2247.9860129064773;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;5513.32561249125;1231.8002702618014;0.0004829586141706;3087.056823847134;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6778.32552733827;2345.7903437521186;0.000324756470915;2040.161036156996;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;2148.359245318446;2349.396986241374;0.0004905786649255;2783.405667474113;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5261.947082247191;2678.3594845713574;0.0003687838741594;1241.4824523708965;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6491.865628437523;687.6600085325576;0.000563885367006;2526.27064489595;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;6803.962920945357;2751.496540454247;0.0003165266976262;1748.170528237882;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;4266.374617174557;2235.8729666574736;0.0003803857271556;1152.4937122366969;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4287.111017094369;1497.122981634837;0.000152763560645;1696.333075476528;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;4847.141104364728;560.5279442748956;0.000588654325036;1911.2839019275968;mURLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5310.556831899693;1729.172935592912;0.0005721323675806;2391.6276581166244;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;7171.279253072917;2124.5529985233243;0.0004156314324397;1937.3666270830756;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;2983.875636842887;986.5676048619624;9.335985019036284e-05;744.358928800138;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;3690.2081696096857;1432.6662364286715;0.0002187200430126;1790.1360530064787;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;2781.703050809387;1157.6938731939363;0.0005167571749825;2005.5664538805943;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;5713.3521827164;1710.1581881258335;0.0006667600326932;2436.7914275627804;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6835.930092403591;1274.487308396093;0.0003348522094509;2625.7766681663534;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;2632.458903841929;3446.837949659605;0.0007016108569697;1529.2190841296888;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;5148.324060942524;2575.7910689969694;0.0007799220309111;1516.102701627302;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;6715.333899423607;1262.9552179162004;0.0005757737005745;1469.8027837243114;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6307.947247121228;1360.0415836242767;0.0006738522895496;1352.6215477580158;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;6288.294304132283;1012.7341047282031;0.0003123214894708;919.3004650454964;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;3017.572607748402;1899.781090743973;0.0002031643470696;2322.6709943904407;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6282.762445795072;3183.443010910334;0.0008101707910836;3749.635558910853;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4690.655124777929;2798.235145734526;0.0003349661236623;2579.1687461250776;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;6783.924663954708;2132.018315565804;0.0006919608472729;2650.000844014905;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;5749.036064298682;1803.879287788611;0.0005699114443697;2308.0151313606866;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3641.467977944417;2367.628213730749;0.0007933868435136;1101.7653030496276;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5465.140123931585;2186.544615893342;0.0006292858497093;1794.035070077547;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;6364.557014743945;2288.634373685732;0.0003045477314994;2464.956908530128;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4156.644278881234;2131.5814287321123;0.0004422950150574;1149.1400915321515;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5215.148519869557;2296.541064790504;0.0006168655730963;1678.5126391800943;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;2773.0401400145224;1052.9332850879923;0.0004085154041763;1127.1546701360376;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5915.4617190620265;1919.780044871763;0.0006743675987673;1668.5392112722882;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;4906.736521242188;2155.6804321988966;0.0005160234061482;3323.5804679898724;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6523.82497331711;1709.964764476037;0.0006776841110898;3081.8041346196055;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5868.524531994653;1168.1591646457448;0.0006881648661872;2108.2835092945757;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;4321.945872301963;2003.4839532320848;0.0005517424741415;3042.1781228432815;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3590.0262475638256;4000.0;0.0004775805622823;2447.1154433402626;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;3206.679121151748;1451.2672975513358;0.0004107626497216;1831.7847329938495;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;4154.881237918648;1905.1605032657608;0.0003090630779699;1177.5695872947904;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;6478.846655192466;2840.9239284910054;0.0007866269399337;1766.79730416626;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;2073.680455052317;3182.083095525924;0.000513309014952;1807.8452425697283;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;3274.4646580647222;1611.1408621520832;0.0004587469497179;1738.7492671067066;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6432.022544523959;2643.0772151992746;0.0004611253227344;1924.659971422741;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;7215.198957540734;2527.5016545731787;0.0004912191791457;1306.4907155979463;MBRLLC;yes
