Packet Loss Budget,Latency Budget (μs),Jitter Budget (μs),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (μs),Slice Packet Loss,Slice Jitter (μs),Slice Type,Slice Handover,Latency_Gap,Packet_Loss_Gap,Jitter_Gap,SLA_Respected
1e-05,1000.0,1.0,1000.0,0,0,6759.009906265281,2059.5097784054533,0.0007923437420777,650.7128722543258,2,1,-1059.5097784054533,-0.0007823437420777,-649.7128722543258,0
1e-07,0.1,1.0,1000.0,0,0,1307.3807829210243,0.0569165669885562,1.2377655490613506e-08,0.6734965741039516,0,1,0.0430834330114437,8.76223445093865e-08,0.3265034258960484,1
1e-05,1000.0,1.0,1000.0,0,0,1465.9731194041856,774.227754793521,4.005258192942826e-06,0.6493037001467055,2,1,225.77224520647903,5.994741807057175e-06,0.3506962998532945,1
1e-07,0.1,1.0,1000.0,0,0,4880.751578035804,1408.5818326582105,0.0003630247771219,2528.8819337079176,0,1,-1408.4818326582106,-0.0003629247771219,-2527.8819337079176,0
1e-05,1000.0,1.0,1000.0,0,0,8762.373443686763,2362.0784747576777,0.0005078108266647,1662.845874940161,2,1,-1362.0784747576777,-0.0004978108266647,-1661.845874940161,0
1e-07,0.1,1.0,1000.0,0,0,5930.8558623897525,2762.1859108116514,0.0004663164966217,1538.8881765128308,0,1,-2762.0859108116515,-0.0004662164966217,-1537.8881765128308,0
1e-06,1000.0,1.0,1000.0,1,0,3367.849049233665,3153.4175421030723,0.0003893145887828,1883.32823986768,1,1,-2153.4175421030723,-0.0003883145887828,-1882.32823986768,0
1e-05,1000.0,1.0,1000.0,0,0,5158.067328896041,1458.8178571452847,0.0003588073228385,3866.5887044501615,2,1,-458.81785714528473,-0.0003488073228385,-3865.5887044501615,0
1e-05,1000.0,1.0,1000.0,0,0,1238.4294147344317,829.5042294935243,4.3093530729037535e-06,0.7770496775696807,2,1,170.49577050647565,5.690646927096247e-06,0.2229503224303193,1
0.0,1000.0,1.0,1000.0,0,1,2920.86477377458,2137.2676035501127,0.0005822490929953,1100.3290326986255,4,0,-1137.2676035501129,-0.0005822490929953,-1099.3290326986255,0
0.0,1000.0,1.0,1000.0,0,1,3043.656074865893,2701.494598589043,0.0005027025548498,2399.706429606966,4,0,-1701.494598589043,-0.0005027025548498,-2398.706429606966,0
0.0,1000.0,1.0,1000.0,0,1,4755.134242072291,1570.2212855034095,0.0004181896741735,2435.473735827849,4,0,-570.2212855034095,-0.0004181896741735,-2434.473735827849,0
1e-06,1.0,1000.0,1000.0,0,0,6257.384283357244,1922.4940366255669,0.0003887026121544,2257.10015725322,0,1,-1921.4940366255669,-0.0003877026121544,-1257.10015725322,0
1e-05,1000.0,1.0,1000.0,0,0,1094.5479986316373,752.1202052090476,1.909874933467624e-06,0.8873703700781802,2,1,247.8797947909524,8.090125066532377e-06,0.1126296299218198,1
1e-07,0.1,1.0,1000.0,0,0,2926.177591833814,1699.4603818609296,0.0004038639375219,1791.0886041244105,0,1,-1699.3603818609297,-0.0004037639375219,-1790.0886041244105,0
0.0,1000.0,1.0,1000.0,0,1,4495.1194057452585,2027.426185651776,0.0005868240642271,1000.2479010282242,4,0,-1027.426185651776,-0.0005868240642271,-999.2479010282242,0
1e-06,1.0,1000.0,1000.0,0,0,5811.403367778472,3663.265470579417,0.0009105852598413,3240.077561093042,0,1,-3662.265470579417,-0.0009095852598412,-2240.077561093042,0
1e-05,1000.0,1.0,1000.0,0,0,1295.2985306266678,895.045484692508,2.106413993488022e-06,0.8144951201345378,2,1,104.954515307492,7.89358600651198e-06,0.1855048798654621,1
1e-05,1000.0,1.0,1000.0,0,0,6157.961520683652,1765.9187309380827,0.0005789963781777,1667.634094293526,2,1,-765.9187309380827,-0.0005689963781777,-1666.634094293526,0
0.0,1000.0,1.0,1000.0,0,1,1201.1539446340253,811.0745744123767,0.0,0.4829787833718001,4,0,188.9254255876233,0.0,0.5170212166281999,1
1e-05,1000.0,1.0,1000.0,0,0,7121.813239302754,2375.03499746166,0.0007319198458325,2228.225277541753,2,1,-1375.0349974616602,-0.0007219198458325,-2227.225277541753,0
0.0,1000.0,1.0,1000.0,0,1,4993.430670655237,1875.8947281828705,0.0004954712653432,823.0524563603072,4,0,-875.8947281828705,-0.0004954712653432,-822.0524563603072,0
1e-09,1000.0,1.0,1000.0,1,0,1418.221050101011,574.2128485886675,8.222827037192606e-10,0.463237858598401,1,1,425.7871514113325,1.7771729628073936e-10,0.536762141401599,1
1e-06,1.0,1000.0,1000.0,0,0,4365.940604607264,1260.5459752611634,0.0004741850911345,2507.7609561779504,0,1,-1259.5459752611634,-0.0004731850911345,-1507.7609561779504,0
1e-06,1.0,1000.0,1000.0,0,0,5097.808507406923,1968.626378462752,0.0005966686005453,2858.251133565113,0,1,-1967.626378462752,-0.0005956686005453,-1858.251133565113,0
0.0,1000.0,1.0,1000.0,0,1,2340.7229185944457,316.66306005199345,0.0004425736814064,2236.612234107656,4,0,683.3369399480066,-0.0004425736814064,-2235.612234107656,0
1e-05,1000.0,1.0,1000.0,0,0,3606.0473424750553,821.061599534333,0.0004613652316009,2169.9576878866305,2,1,178.93840046566697,-0.0004513652316009,-2168.9576878866305,0
0.0,1000.0,1.0,1000.0,0,1,4654.761763059887,1766.4616208136072,0.0007697386762714,1413.6711584882162,4,0,-766.4616208136072,-0.0007697386762714,-1412.6711584882162,0
1e-07,0.1,1.0,1000.0,0,0,5167.252561854509,2440.183346403296,0.0006309381193908,1250.0059127082343,0,1,-2440.083346403296,-0.0006308381193908,-1249.0059127082343,0
0.0,1000.0,1.0,1000.0,0,1,9468.72238504409,3074.2400936537674,0.0005984327557545,2511.620159671149,4,0,-2074.2400936537674,-0.0005984327557545,-2510.620159671149,0
1e-05,1000.0,1.0,1000.0,0,0,1172.11180176732,752.772676272436,3.723882890721168e-06,0.2315572268362086,2,1,247.227323727564,6.276117109278833e-06,0.7684427731637914,1
1e-06,1000.0,1.0,1000.0,1,0,2706.3290533707923,2356.155642660491,0.0004590735691639,1921.146759397016,1,1,-1356.1556426604911,-0.0004580735691638,-1920.146759397016,0
1e-05,1000.0,1.0,1000.0,0,1,7837.69078497163,2075.2327541485965,0.0005637818907405,2836.381244980764,3,1,-1075.2327541485963,-0.0005537818907405,-2835.381244980764,0
1e-05,1000.0,1.0,1000.0,0,1,6798.383112088882,2558.9424303153723,0.0006086983490095,3127.937292810364,3,1,-1558.9424303153723,-0.0005986983490095,-3126.937292810364,0
0.0,1000.0,1.0,1000.0,0,1,3073.172413024129,2142.25616734339,0.0007646705050464,2388.458112617848,4,0,-1142.2561673433902,-0.0007646705050464,-2387.458112617848,0
1e-07,0.1,1.0,1000.0,0,0,5775.859239453869,2248.408891948628,0.0006115602688609,1378.9075493594823,0,1,-2248.308891948628,-0.0006114602688609,-1377.9075493594823,0
0.0,1000.0,1.0,1000.0,0,1,6392.371504478639,957.5767638361305,0.000410104672878,2035.0805551970643,4,0,42.42323616386955,-0.000410104672878,-2034.0805551970643,0
1e-09,1000.0,1.0,1000.0,1,0,5273.514551647277,2175.3080560403405,0.0008135086282949,1717.3272980013776,1,1,-1175.3080560403405,-0.0008135076282949,-1716.3272980013776,0
1e-05,1000.0,1.0,1000.0,0,1,1155.2714695493055,837.8191503135492,6.069019298728277e-06,0.3637230395878785,3,1,162.18084968645076,3.930980701271723e-06,0.6362769604121215,1
0.0,1000.0,1.0,1000.0,0,1,3946.845095596176,1722.5733973501506,0.0006527284649728,1198.9176112860955,4,0,-722.5733973501506,-0.0006527284649728,-1197.9176112860955,0
1e-05,1000.0,1.0,1000.0,0,0,1009.4571875750662,907.7618703352948,7.900822377527947e-06,0.5128436210499199,2,1,92.23812966470518,2.0991776224720537e-06,0.4871563789500801,1
1e-07,0.1,1.0,1000.0,0,0,4181.658093077938,1110.7667766770085,0.0003704856311617,1684.671863401427,0,1,-1110.6667766770086,-0.0003703856311617,-1683.671863401427,0
1e-05,1000.0,1.0,1000.0,0,0,1066.910077090365,529.8187866178396,2.908262210095537e-06,0.8326275457894474,2,1,470.1812133821604,7.091737789904464e-06,0.1673724542105525,1
0.0,1000.0,1.0,1000.0,0,1,1089.1854806003428,532.9639633523934,0.0,0.3427957261058032,4,0,467.0360366476066,0.0,0.6572042738941968,1
1e-05,1000.0,1.0,1000.0,0,0,1454.538404559165,725.2515474952374,7.435895286026142e-06,0.7799706939109744,2,1,274.7484525047625,2.5641047139738585e-06,0.2200293060890256,1
1e-09,1000.0,1.0,1000.0,1,0,1281.9755802874238,611.845585640535,5.985744949592952e-10,0.7068441924077075,1,1,388.154414359465,4.0142550504070485e-10,0.2931558075922925,1
1e-06,1000.0,1.0,1000.0,1,0,3115.988230965184,1169.190969577239,0.0005438051142221,1560.468240376295,1,1,-169.190969577239,-0.000542805114222,-1559.468240376295,0
1e-05,1000.0,1.0,1000.0,0,0,912.5684858342074,3175.548785278227,0.0002038251540415,2145.034574525336,2,1,-2175.548785278227,-0.0001938251540415,-2144.034574525336,0
1e-06,1000.0,1.0,1000.0,1,0,2051.9762804329544,2628.726832776112,0.0006384259032756,1962.8903854187488,1,1,-1628.726832776112,-0.0006374259032756,-1961.8903854187488,0
1e-09,1000.0,1.0,1000.0,1,0,4931.379148962073,2413.7437403825147,0.0004992609981624,2534.490276183464,1,1,-1413.7437403825147,-0.0004992599981624,-2533.490276183464,0
1e-05,1000.0,1.0,1000.0,0,0,5311.315269098075,2989.678588448359,0.0007527584437094,1484.5395272629137,2,1,-1989.6785884483588,-0.0007427584437094,-1483.5395272629137,0
1e-05,1000.0,1.0,1000.0,0,1,2646.34074561872,2140.7452899610444,0.0004180373485754,2154.5231763315423,3,1,-1140.7452899610444,-0.0004080373485753,-2153.5231763315423,0
1e-06,1000.0,1.0,1000.0,1,0,3213.3649734719893,1811.6763886986923,0.0003491817503283,2807.6136718300645,1,1,-811.6763886986923,-0.0003481817503282,-2806.6136718300645,0
1e-05,1000.0,1.0,1000.0,0,0,4987.053198337346,2182.5490745405164,0.0007888273509707,2920.985417040146,2,1,-1182.5490745405164,-0.0007788273509706,-2919.985417040146,0
0.0,1000.0,1.0,1000.0,0,1,6620.717558658057,3017.956273681526,0.0006672459844663,1514.7534057971304,4,0,-2017.956273681526,-0.0006672459844663,-1513.7534057971304,0
1e-06,1.0,1000.0,1000.0,0,0,1299.4109700179974,0.5765462171806954,1.7568031640997718e-07,807.2054956698145,0,1,0.4234537828193045,8.243196835900228e-07,192.79450433018556,1
0.0,1000.0,1.0,1000.0,0,1,5632.395574986072,3009.9950746780883,0.000560163477209,1585.4593621073109,4,0,-2009.9950746780885,-0.000560163477209,-1584.4593621073109,0
1e-05,1000.0,1.0,1000.0,0,1,1152.1338418879932,773.6034241010481,3.893930816786631e-06,0.7216838487151523,3,1,226.39657589895197,6.10606918321337e-06,0.2783161512848476,1
1e-06,1000.0,1.0,1000.0,1,0,5526.9285797181055,2355.387571403476,0.0006592429042983,2447.2160868406863,1,1,-1355.3875714034762,-0.0006582429042982,-2446.2160868406863,0
0.0,1000.0,1.0,1000.0,0,1,1413.5519373174664,929.8967437472788,0.0,0.1626594821145611,4,0,70.10325625272128,0.0,0.837340517885439,1
0.0,1000.0,1.0,1000.0,0,1,5874.090316769056,2429.623394391261,0.0002910264855025,3440.743396105131,4,0,-1429.6233943912612,-0.0002910264855025,-3439.743396105131,0
1e-09,1000.0,1.0,1000.0,1,0,6657.663901516047,2698.3695109643104,0.0007312470982465,2155.5504038646254,1,1,-1698.3695109643104,-0.0007312460982465,-2154.5504038646254,0
1e-06,1.0,1000.0,1000.0,0,0,6546.582710481316,1914.99464250934,0.0005689516585551,1880.7951971496284,0,1,-1913.99464250934,-0.0005679516585551,-880.7951971496284,0
1e-05,1000.0,1.0,1000.0,0,0,8078.411871280876,1151.2465889733917,0.0006226450720435,3341.8956602717813,2,1,-151.24658897339168,-0.0006126450720435,-3340.8956602717813,0
0.0,1000.0,1.0,1000.0,0,1,5181.512595361967,2700.170116768824,0.0004193247696287,1124.69417117546,4,0,-1700.1701167688238,-0.0004193247696287,-1123.69417117546,0
0.0,1000.0,1.0,1000.0,0,1,1025.056901608682,636.8902999800315,0.0,0.7924144060821369,4,0,363.1097000199685,0.0,0.2075855939178631,1
1e-09,1000.0,1.0,1000.0,1,0,1065.8205464089456,922.889049437134,4.941700016124136e-10,0.4751191258141937,1,1,77.11095056286592,5.058299983875862e-10,0.5248808741858063,1
1e-07,0.1,1.0,1000.0,0,0,4658.297984088163,2454.626528773393,0.000553451146896,1984.131054197556,0,1,-2454.526528773393,-0.000553351146896,-1983.131054197556,0
1e-09,1000.0,1.0,1000.0,1,0,4808.847212128729,1449.0736721761386,0.0008883548358655,1573.602408934073,1,1,-449.0736721761386,-0.0008883538358655,-1572.602408934073,0
1e-07,0.1,1.0,1000.0,0,0,3262.699698759595,1398.7866068851906,0.0004673676672288,1132.236886895647,0,1,-1398.6866068851907,-0.0004672676672288,-1131.236886895647,0
1e-07,0.1,1.0,1000.0,0,0,1066.4619977876696,2071.566818895815,0.0006599378549178,1210.78650381114,0,1,-2071.466818895815,-0.0006598378549178,-1209.78650381114,0
1e-05,1000.0,1.0,1000.0,0,1,6449.185719959116,1514.8949176231304,0.0006849022476772,2220.830527147636,3,1,-514.8949176231304,-0.0006749022476771,-2219.830527147636,0
1e-05,1000.0,1.0,1000.0,0,1,1348.0006093212598,558.9265818794837,7.78625172773274e-06,0.6961396397990385,3,1,441.0734181205163,2.2137482722672603e-06,0.3038603602009615,1
1e-05,1000.0,1.0,1000.0,0,0,4332.518459362971,4000.0,0.0007270476005126,1079.7556181489476,2,1,-3000.0,-0.0007170476005126,-1078.7556181489476,0
1e-06,1000.0,1.0,1000.0,1,0,7641.211343740362,1529.4125912592856,0.0004107886923673,1870.9860558958133,1,1,-529.4125912592856,-0.0004097886923672,-1869.9860558958133,0
1e-06,1000.0,1.0,1000.0,1,0,5953.87977827544,2227.703986028261,0.0006437502038303,1724.292677212725,1,1,-1227.7039860282612,-0.0006427502038303,-1723.292677212725,0
1e-05,1000.0,1.0,1000.0,0,0,1459.319312209226,832.0712260473497,5.496246756875771e-06,0.4784062930509801,2,1,167.92877395265032,4.50375324312423e-06,0.5215937069490199,1
1e-06,1000.0,1.0,1000.0,1,0,1230.33957824428,720.1854328209293,4.709979231416822e-07,0.6960942119354725,1,1,279.81456717907065,5.290020768583178e-07,0.3039057880645275,1
1e-05,1000.0,1.0,1000.0,0,1,1154.7595797888653,604.7307580816416,4.802797648101799e-06,0.8597163861052948,3,1,395.2692419183584,5.197202351898202e-06,0.1402836138947052,1
1e-05,1000.0,1.0,1000.0,0,0,1183.951040813383,530.4158290969887,3.866268983932639e-06,0.5632961603633381,2,1,469.58417090301134,6.133731016067362e-06,0.4367038396366619,1
1e-05,1000.0,1.0,1000.0,0,0,3586.1476180889267,2177.261817660188,0.0003154222677609,2455.316074332393,2,1,-1177.2618176601882,-0.0003054222677608,-2454.316074332393,0
1e-07,0.1,1.0,1000.0,0,0,5920.062958066497,2092.741357161512,0.0006275023250266,2054.7583811663267,0,1,-2092.641357161512,-0.0006274023250266,-2053.7583811663267,0
1e-09,1000.0,1.0,1000.0,1,0,4274.070633817488,1368.3713266365185,0.0007602569273971,1986.9487773838844,1,1,-368.37132663651846,-0.0007602559273971,-1985.9487773838844,0
1e-05,1000.0,1.0,1000.0,0,0,6074.595856745166,1810.7736201859389,0.0004460363779757,2550.619256916306,2,1,-810.7736201859389,-0.0004360363779757,-2549.619256916306,0
1e-07,0.1,1.0,1000.0,0,0,4049.813381522633,2157.1456686553747,0.0006734868002785,1613.9535117615264,0,1,-2157.045668655375,-0.0006733868002785,-1612.9535117615264,0
1e-09,1000.0,1.0,1000.0,1,0,4708.223809399586,1838.2421634713608,0.0003941996787461,1699.1395643481562,1,1,-838.2421634713608,-0.000394198678746,-1698.1395643481562,0
1e-06,1000.0,1.0,1000.0,1,0,4841.71170491659,2935.538656074061,0.0004667509334978,1336.4691158354915,1,1,-1935.5386560740608,-0.0004657509334977,-1335.4691158354915,0
1e-07,0.1,1.0,1000.0,0,0,6795.262214238591,2027.3446954373792,0.0004918163755422,2942.047964580588,0,1,-2027.2446954373795,-0.0004917163755422,-2941.047964580588,0
0.0,1000.0,1.0,1000.0,0,1,1000.6309876511148,869.2764316897642,0.0,0.2283635713868331,4,0,130.7235683102358,0.0,0.771636428613167,1
1e-06,1000.0,1.0,1000.0,1,0,6978.619034301098,2287.622041237863,0.0004863926650394,2155.205869998489,1,1,-1287.622041237863,-0.0004853926650394,-2154.205869998489,0
1e-09,1000.0,1.0,1000.0,1,0,1364.769147701288,784.5861995122043,3.44166534121144e-10,0.3648850787842336,1,1,215.4138004877957,6.558334658788561e-10,0.6351149212157664,1
1e-05,1000.0,1.0,1000.0,0,0,5450.2176765174,3307.699321904552,0.000699938871812,1183.5835601367469,2,1,-2307.699321904552,-0.0006899388718119,-1182.5835601367469,0
1e-09,1000.0,1.0,1000.0,1,0,1025.4380058497466,665.4118876785499,4.369978450435758e-10,0.1353342439621115,1,1,334.5881123214501,5.630021549564242e-10,0.8646657560378885,1
1e-07,0.1,1.0,1000.0,0,0,6859.890412762476,2597.640964036675,0.0001170798865632,1009.6064081272076,0,1,-2597.540964036675,-0.0001169798865632,-1008.6064081272076,0
1e-07,0.1,1.0,1000.0,0,0,3636.1972846900553,2493.8590387166214,0.0007367643616172,1061.6667626693193,0,1,-2493.759038716621,-0.0007366643616172,-1060.6667626693193,0
0.0,1000.0,1.0,1000.0,0,1,3806.0648824203577,1246.3075863025229,0.0007456618011672,2751.077982456058,4,0,-246.30758630252285,-0.0007456618011672,-2750.077982456058,0
1e-05,1000.0,1.0,1000.0,0,0,2906.8719945801827,2372.9728526015942,0.000320181484182,3126.533626804001,2,1,-1372.9728526015942,-0.0003101814841819,-3125.533626804001,0
1e-06,1000.0,1.0,1000.0,1,0,5172.217184040955,1540.3461303646577,0.0002636654078423,1722.4854857552043,1,1,-540.3461303646577,-0.0002626654078422,-1721.4854857552043,0
1e-05,1000.0,1.0,1000.0,0,0,5985.482666631441,1889.7148170685648,0.0006904670853533,1727.7474767704657,2,1,-889.7148170685648,-0.0006804670853533,-1726.7474767704657,0
1e-05,1000.0,1.0,1000.0,0,0,5805.634784620714,2313.599271941426,0.0006907451464509,1705.8128856864469,2,1,-1313.5992719414262,-0.0006807451464509,-1704.8128856864469,0
1e-05,1000.0,1.0,1000.0,0,0,4760.127439764898,1967.7789614299388,0.0005803316512347,3124.9238307102864,2,1,-967.7789614299388,-0.0005703316512346,-3123.9238307102864,0
1e-05,1000.0,1.0,1000.0,0,0,3899.70820429306,1333.2989498782213,0.0004257649741852,1610.47014146065,2,1,-333.29894987822126,-0.0004157649741851,-1609.47014146065,0
1e-05,1000.0,1.0,1000.0,0,0,4536.079917139791,2273.5833206361385,0.0003680303666585,3110.726362275608,2,1,-1273.5833206361383,-0.0003580303666584,-3109.726362275608,0
1e-09,1000.0,1.0,1000.0,1,0,1257.486362947969,500.52863434299246,5.781009064351136e-10,0.6151487018789694,1,1,499.47136565700754,4.2189909356488647e-10,0.3848512981210306,1
1e-05,1000.0,1.0,1000.0,0,0,5421.475277298763,1926.261557923316,0.0003931783550515,1676.645717122018,2,1,-926.261557923316,-0.0003831783550515,-1675.645717122018,0
0.0,1000.0,1.0,1000.0,0,1,1381.0617761060273,840.1248041724893,0.0,0.1452612699848392,4,0,159.87519582751065,0.0,0.8547387300151608,1
1e-07,0.1,1.0,1000.0,0,0,1424.583789453135,0.0503322944442471,2.21800829364968e-08,0.4822357454019845,0,1,0.0496677055557528,7.781991706350319e-08,0.5177642545980154,1
1e-06,1.0,1000.0,1000.0,0,0,5066.553502458291,1250.4835227540116,0.0006637448662282,2109.058672473052,0,1,-1249.4835227540116,-0.0006627448662282,-1109.058672473052,0
1e-05,1000.0,1.0,1000.0,0,0,5601.774813947272,1607.2032892749774,0.0007501410475736,1869.811082730322,2,1,-607.2032892749774,-0.0007401410475735,-1868.811082730322,0
1e-07,0.1,1.0,1000.0,0,0,5119.581101374369,2273.5538226420485,0.0001967578281469,2355.7477640701054,0,1,-2273.4538226420486,-0.0001966578281469,-2354.7477640701054,0
1e-06,1.0,1000.0,1000.0,0,0,4455.998522317778,1380.576611267462,0.0004168623176237,1845.6048481694872,0,1,-1379.576611267462,-0.0004158623176237,-845.6048481694872,0
1e-05,1000.0,1.0,1000.0,0,0,5590.56515593974,2792.84047257523,0.0004430432205218,1248.4172903695992,2,1,-1792.8404725752298,-0.0004330432205217,-1247.4172903695992,0
1e-05,1000.0,1.0,1000.0,0,0,4299.469120184961,2134.444362103241,0.0004969914972968,1951.0162411229005,2,1,-1134.444362103241,-0.0004869914972967,-1950.0162411229005,0
1e-06,1.0,1000.0,1000.0,0,0,4903.4809507296295,2242.9193334658376,0.0002880218449037,2580.127641682588,0,1,-2241.9193334658376,-0.0002870218449037,-1580.127641682588,0
1e-05,1000.0,1.0,1000.0,0,0,6932.421019373092,1778.8882744531336,0.0005945345719749,2293.0124006832684,2,1,-778.8882744531336,-0.0005845345719749,-2292.0124006832684,0
1e-06,1000.0,1.0,1000.0,1,0,4191.648512750584,935.9663910780184,0.0008148883998643,1141.5682587859822,1,1,64.03360892198157,-0.0008138883998643,-1140.5682587859822,0
0.0,1000.0,1.0,1000.0,0,1,1246.0057174437388,929.758252359636,0.0,0.2610745125041243,4,0,70.24174764036411,0.0,0.7389254874958757,1
1e-07,0.1,1.0,1000.0,0,0,865.3317207066411,1518.5317662862633,0.0005314181938384,2339.990921015261,0,1,-1518.4317662862634,-0.0005313181938384,-2338.990921015261,0
1e-09,1000.0,1.0,1000.0,1,0,4691.6243728903055,1005.4058028741274,0.0007091593633979,2083.195084772633,1,1,-5.405802874127403,-0.0007091583633979,-2082.195084772633,0
1e-07,0.1,1.0,1000.0,0,0,1046.853593615189,0.0512210358275075,4.1435520544359184e-08,0.5308440194986329,0,1,0.0487789641724925,5.856447945564082e-08,0.4691559805013671,1
1e-09,1000.0,1.0,1000.0,1,0,5200.9140137648,1946.851315803312,0.0003777877027293,2611.391882839356,1,1,-946.851315803312,-0.0003777867027293,-2610.391882839356,0
1e-06,1.0,1000.0,1000.0,0,0,1065.0316621825807,0.593275904299614,4.906107994284856e-07,730.6646922110842,0,1,0.406724095700386,5.093892005715144e-07,269.33530778891577,1
1e-09,1000.0,1.0,1000.0,1,0,5236.339372161456,1775.9201573519058,0.0006222955708593,832.495944714826,1,1,-775.9201573519058,-0.0006222945708593,-831.495944714826,0
1e-05,1000.0,1.0,1000.0,0,0,4369.45263433442,2672.2162673131606,0.0002894230515432,2427.625554713543,2,1,-1672.2162673131606,-0.0002794230515432,-2426.625554713543,0
1e-06,1000.0,1.0,1000.0,1,0,1295.406524261887,843.677893675209,4.325657648186546e-07,0.5528960917667517,1,1,156.32210632479098,5.674342351813454e-07,0.4471039082332483,1
1e-06,1000.0,1.0,1000.0,1,0,2143.049104522099,2799.583356824508,0.0004645835717322,2224.1502858530025,1,1,-1799.583356824508,-0.0004635835717322,-2223.1502858530025,0
1e-05,1000.0,1.0,1000.0,0,0,5186.168591418035,1731.2313255936906,0.0003888053656313,1376.0866524935163,2,1,-731.2313255936906,-0.0003788053656313,-1375.0866524935163,0
0.0,1000.0,1.0,1000.0,0,1,3438.857430180678,2768.7675587735275,0.0002444506911512,2612.28990006763,4,0,-1768.7675587735275,-0.0002444506911512,-2611.28990006763,0
1e-06,1.0,1000.0,1000.0,0,0,1151.8935141000916,0.595746838975133,4.325926534352372e-07,527.6538190322614,0,1,0.4042531610248669,5.674073465647627e-07,472.3461809677386,1
0.0,1000.0,1.0,1000.0,0,1,3411.968892531043,2399.9173470874484,0.0003988513318547,1934.93512341844,4,0,-1399.9173470874484,-0.0003988513318547,-1933.93512341844,0
0.0,1000.0,1.0,1000.0,0,1,6659.035269919405,1927.8193722503904,0.000300830393977,869.5608465150001,4,0,-927.8193722503904,-0.000300830393977,-868.5608465150001,0
1e-07,0.1,1.0,1000.0,0,0,1343.500618604487,0.0881542337900268,5.976003561824455e-08,0.1846500912844305,0,1,0.0118457662099731,4.023996438175544e-08,0.8153499087155694,1
1e-07,0.1,1.0,1000.0,0,0,1952.8667552117024,1725.071376283409,0.0005245098513837,2134.921513786164,0,1,-1724.9713762834092,-0.0005244098513837,-2133.921513786164,0
0.0,1000.0,1.0,1000.0,0,1,1414.3396675191505,575.1237627531912,0.0,0.3842621970359231,4,0,424.8762372468088,0.0,0.6157378029640769,1
1e-09,1000.0,1.0,1000.0,1,0,6413.36040671151,2337.788980784908,0.0006191348643425,1997.82213290876,1,1,-1337.7889807849078,-0.0006191338643425,-1996.82213290876,0
1e-05,1000.0,1.0,1000.0,0,0,6318.71620661184,3098.124351828738,0.0003933037354969,2543.747235879337,2,1,-2098.124351828738,-0.0003833037354968,-2542.747235879337,0
1e-07,0.1,1.0,1000.0,0,0,2835.131937244763,2157.453775208633,0.0004476561183122,506.6480495732634,0,1,-2157.353775208633,-0.0004475561183122,-505.6480495732634,0
1e-06,1.0,1000.0,1000.0,0,0,1361.3925707396152,0.5690351978404478,2.086241165641365e-07,276.8803173074682,0,1,0.4309648021595522,7.913758834358635e-07,723.1196826925318,1
1e-09,1000.0,1.0,1000.0,1,0,4959.563749018028,1190.028213219576,0.0002339159879922,2149.057493677537,1,1,-190.02821321957595,-0.0002339149879922,-2148.057493677537,0
0.0,1000.0,1.0,1000.0,0,1,6475.095282725903,2631.270138908016,0.0005639426894286,2153.85566858725,4,0,-1631.2701389080162,-0.0005639426894286,-2152.85566858725,0
0.0,1000.0,1.0,1000.0,0,1,2980.96639098634,1965.595986990927,0.0005276346585162,1845.1949009040184,4,0,-965.595986990927,-0.0005276346585162,-1844.1949009040184,0
1e-06,1.0,1000.0,1000.0,0,0,4240.660964547588,2467.2070625936185,0.0003986231402352,2100.8381568790446,0,1,-2466.2070625936185,-0.0003976231402351,-1100.8381568790446,0
0.0,1000.0,1.0,1000.0,0,1,5693.604466384715,2131.4849543650103,0.0006342257799134,1859.1028262514808,4,0,-1131.4849543650105,-0.0006342257799134,-1858.1028262514808,0
1e-06,1000.0,1.0,1000.0,1,0,4478.613105582782,3360.0059547359347,0.0004433895717411,1817.7727873085,1,1,-2360.0059547359347,-0.0004423895717411,-1816.7727873085,0
1e-06,1.0,1000.0,1000.0,0,0,133.00172438948812,1628.3901589312393,0.0007054583138049,2315.951999498744,0,1,-1627.3901589312393,-0.0007044583138049,-1315.951999498744,0
1e-05,1000.0,1.0,1000.0,0,1,1381.304797373162,835.9715551360858,3.598230297496698e-06,0.6088149151767525,3,1,164.02844486391416,6.401769702503303e-06,0.3911850848232475,1
1e-06,1.0,1000.0,1000.0,0,0,1726.330542314835,2675.614145322134,0.0002842105847028,1966.8354323709784,0,1,-2674.614145322134,-0.0002832105847027,-966.8354323709784,0
0.0,1000.0,1.0,1000.0,0,1,3216.1908794393903,2691.968481425413,0.0007537555063902,1540.7083035956755,4,0,-1691.9684814254128,-0.0007537555063902,-1539.7083035956755,0
1e-05,1000.0,1.0,1000.0,0,0,1239.2536726433714,725.9822417458474,4.971292554460764e-06,0.6299700647903484,2,1,274.01775825415257,5.028707445539237e-06,0.3700299352096515,1
1e-07,0.1,1.0,1000.0,0,0,6887.903669229161,1991.552538102171,0.0003422208973776,1940.690080995128,0,1,-1991.452538102171,-0.0003421208973776,-1939.690080995128,0
1e-05,1000.0,1.0,1000.0,0,0,7410.850782388879,2138.438610374716,0.0004329507068826,1559.1818663113672,2,1,-1138.438610374716,-0.0004229507068826,-1558.1818663113672,0
