Packet Loss Budget;Latency Budget (μs);Jitter Budget (μs);Data Rate Budget (Gbps);Required Mobility;Required Connectivity;Slice Available Transfer Rate (Gbps);Slice Latency (μs);Slice Packet Loss;Slice Jitter (μs);Slice Type;Slice Handover;Latency_Gap;Packet_Loss_Gap;Jitter_Gap;Rate_Gap;SLA_Respected
1e-05;1000.0;1.0;1000.0;0;0;5308.0902837259055;1968.2050471988405;0.0001525466558152;1868.899835434841;2;1;-968.2050471988405;-0.0001425466558152;-1867.899835434841;4308.0902837259055;0
1e-05;1000.0;1.0;1000.0;0;0;1307.3594373022283;712.9164149781307;6.032282314203775e-06;0.39269889593467544;2;1;287.08358502186934;3.967717685796226e-06;0.6073011040653246;307.35943730222834;1
1e-06;1000.0;1.0;1000.0;1;0;5187.901513455483;1449.5497121666083;0.0003533299796271;2775.4295170297146;1;1;-449.5497121666083;-0.0003523299796271;-2774.4295170297146;4187.901513455483;0
1e-05;1000.0;1.0;1000.0;0;0;4740.978312539651;1976.090208065681;0.0003616268753254;977.3029147171624;2;1;-976.090208065681;-0.00035162687532539996;-976.3029147171624;3740.9783125396507;0
0.0;1000.0;1.0;1000.0;0;1;1032.4575645290872;569.6620372008762;0.0;0.2623862019126034;4;0;430.33796279912383;0.0;0.7376137980873966;32.45756452908722;1
1e-05;1000.0;1.0;1000.0;0;0;5464.607956958822;2373.40890267732;0.0002379264052508;2823.679773709249;2;1;-1373.40890267732;-0.0002279264052508;-2822.679773709249;4464.607956958822;0
0.0;1000.0;1.0;1000.0;0;1;6302.202888245362;2016.7771067119988;0.0003935317078323;2798.122123155594;4;0;-1016.7771067119988;-0.0003935317078323;-2797.122123155594;5302.202888245362;0
1e-06;1.0;1000.0;1000.0;0;0;4125.972219577699;2641.54757858989;0.0006073734811801;2532.9005475094327;0;1;-2640.54757858989;-0.0006063734811801;-1532.9005475094327;3125.9722195776994;0
1e-05;1000.0;1.0;1000.0;0;0;1427.6559810170913;879.1675099834825;6.191066055381276e-06;0.4640914003191797;2;1;120.83249001651745;3.808933944618725e-06;0.5359085996808203;427.65598101709134;1
1e-06;1000.0;1.0;1000.0;1;0;5866.130779121899;3150.2059456664133;0.0007114697709426;1397.852986146755;1;1;-2150.2059456664133;-0.0007104697709425999;-1396.852986146755;4866.130779121899;0
1e-05;1000.0;1.0;1000.0;0;0;2860.9408406360503;2428.330698903819;0.0005297685556816;1067.9699461003645;2;1;-1428.3306989038192;-0.0005197685556816;-1066.9699461003645;1860.9408406360503;0
0.0;1000.0;1.0;1000.0;0;1;6627.911367843822;916.024928552022;0.0006148620753168;2024.0743179433573;4;0;83.97507144797805;-0.0006148620753168;-2023.0743179433573;5627.911367843822;0
1e-09;1000.0;1.0;1000.0;1;0;8427.576142538204;1596.5271465588692;0.0003425853447333;1547.0579353582789;1;1;-596.5271465588692;-0.0003425843447333;-1546.0579353582789;7427.576142538204;0
1e-06;1.0;1000.0;1000.0;0;0;1393.3275794869446;0.7684743264676073;8.292259386587715e-07;852.7548051169125;0;1;0.23152567353239273;1.7077406134122844e-07;147.2451948830875;393.3275794869446;1
0.0;1000.0;1.0;1000.0;0;1;4715.202851394734;2530.514628949402;0.0004762313542768;2461.0467538727653;4;0;-1530.5146289494019;-0.0004762313542768;-2460.0467538727653;3715.2028513947344;0
1e-05;1000.0;1.0;1000.0;0;1;4645.525231701353;2375.673292207519;0.0006352912355337;1879.7498444652665;3;1;-1375.673292207519;-0.0006252912355337;-1878.7498444652665;3645.525231701353;0
1e-05;1000.0;1.0;1000.0;0;0;1184.9451571953757;501.9603707370629;3.7154969379796424e-06;0.5372987409916606;2;1;498.0396292629371;6.2845030620203585e-06;0.46270125900833936;184.9451571953757;1
1e-06;1000.0;1.0;1000.0;1;0;1208.81823629679;636.6268169786899;3.6121746885483685e-07;0.3173121683325296;1;1;363.37318302131007;6.387825311451631e-07;0.6826878316674704;208.81823629679002;1
0.0;1000.0;1.0;1000.0;0;1;1191.364689175567;833.2429796171579;0.0;0.4713015062275664;4;0;166.75702038284214;0.0;0.5286984937724336;191.36468917556704;1
1e-09;1000.0;1.0;1000.0;1;0;3557.1092697847694;3748.923626632396;0.0003717569393274;2520.1613392395143;1;1;-2748.923626632396;-0.00037175593932739997;-2519.1613392395143;2557.1092697847694;0
1e-05;1000.0;1.0;1000.0;0;1;5845.936864344497;1200.3771352113602;0.0006751802617719;2462.658644432556;3;1;-200.37713521136016;-0.0006651802617719;-2461.658644432556;4845.936864344497;0
1e-09;1000.0;1.0;1000.0;1;0;4758.821220495395;2427.7937081422333;0.000441029216837;1721.9854992165294;1;1;-1427.7937081422333;-0.000441028216837;-1720.9854992165294;3758.821220495395;0
0.0;1000.0;1.0;1000.0;0;1;3057.1645075853403;1735.0660211646232;0.0002432008697333;1539.7536831133389;4;0;-735.0660211646232;-0.0002432008697333;-1538.7536831133389;2057.1645075853403;0
1e-05;1000.0;1.0;1000.0;0;1;7500.68359044998;1548.6399346237354;0.0003398529498254;911.6809423014796;3;1;-548.6399346237354;-0.00032985294982539997;-910.6809423014796;6500.68359044998;0
1e-09;1000.0;1.0;1000.0;1;0;3667.777841781076;1884.624640065236;0.0003827321434184;2163.19332237924;1;1;-884.624640065236;-0.00038273114341839996;-2162.19332237924;2667.777841781076;0
1e-06;1000.0;1.0;1000.0;1;0;5060.12257380788;2244.66856099728;0.0004429239038036;2023.699980210285;1;1;-1244.66856099728;-0.0004419239038036;-2022.699980210285;4060.12257380788;0
0.0;1000.0;1.0;1000.0;0;1;4714.663400803616;2038.866702049707;0.000487857925025;1191.8548302482352;4;0;-1038.866702049707;-0.000487857925025;-1190.8548302482352;3714.6634008036162;0
1e-05;1000.0;1.0;1000.0;0;0;1276.3729263545442;622.7019732234885;7.894796167971372e-06;0.5828017473531937;2;1;377.2980267765115;2.105203832028629e-06;0.4171982526468063;276.37292635454423;1
0.0;1000.0;1.0;1000.0;0;1;5308.727177833692;2404.6511270910974;0.0004192314735511;2416.499152815207;4;0;-1404.6511270910974;-0.0004192314735511;-2415.499152815207;4308.727177833692;0
0.0;1000.0;1.0;1000.0;0;1;5653.946121351783;2967.6164742686333;0.000440423209258;2013.3995297253816;4;0;-1967.6164742686333;-0.000440423209258;-2012.3995297253816;4653.946121351783;0
1e-05;1000.0;1.0;1000.0;0;0;4221.1178929559255;1199.190270776548;0.0004663664550121;1754.0340335088138;2;1;-199.190270776548;-0.0004563664550121;-1753.0340335088138;3221.1178929559255;0
1e-05;1000.0;1.0;1000.0;0;0;1100.7930343714052;520.3303486832522;5.170326877777204e-06;0.8656136195219831;2;1;479.66965131674783;4.829673122222797e-06;0.13438638047801688;100.79303437140516;1
1e-06;1.0;1000.0;1000.0;0;0;6001.211656763895;1954.823169852804;0.0009120581623713;1212.2204852338648;0;1;-1953.823169852804;-0.0009110581623713;-212.2204852338648;5001.211656763895;0
1e-06;1000.0;1.0;1000.0;1;0;1397.2378749012587;613.966033728314;5.267691063454712e-07;0.25339108243665753;1;1;386.03396627168604;4.7323089365452874e-07;0.7466089175633425;397.2378749012587;1
1e-06;1.0;1000.0;1000.0;0;0;3592.3010835621726;2582.6285413242576;0.0004007865561118;2482.191161584887;0;1;-2581.6285413242576;-0.00039978655611179996;-1482.1911615848871;2592.3010835621726;0
1e-05;1000.0;1.0;1000.0;0;1;1047.8472673442348;684.0138471404593;4.087294740201825e-06;0.164153032024083;3;1;315.98615285954065;5.912705259798176e-06;0.8358469679759171;47.84726734423475;1
1e-05;1000.0;1.0;1000.0;0;0;4122.689911470971;1633.5826892804723;0.0006271054417569;3427.6708253184865;2;1;-633.5826892804723;-0.0006171054417569;-3426.6708253184865;3122.6899114709713;0
1e-06;1.0;1000.0;1000.0;0;0;1247.949176891971;0.8058794960383149;6.406252527278291e-07;726.7670679889729;0;1;0.19412050396168512;3.5937474727217083e-07;273.23293201102706;247.9491768919711;1
1e-06;1.0;1000.0;1000.0;0;0;6503.170628235916;3177.0202582187685;0.0002035266516218;1942.7163430787357;0;1;-3176.0202582187685;-0.0002025266516218;-942.7163430787357;5503.170628235916;0
1e-09;1000.0;1.0;1000.0;1;0;3945.065083984203;3405.0877011965163;0.0004944099689983;2320.5431771913663;1;1;-2405.0877011965163;-0.0004944089689983;-2319.5431771913663;2945.065083984203;0
0.0;1000.0;1.0;1000.0;0;1;8298.800555481186;1239.06578925871;0.0005775389277896;2414.6237998766637;4;0;-239.06578925871008;-0.0005775389277896;-2413.6237998766637;7298.800555481186;0
1e-09;1000.0;1.0;1000.0;1;0;1015.795695773929;610.2803415475356;7.237910587080236e-10;0.2942605884927432;1;1;389.7196584524644;2.7620894129197645e-10;0.7057394115072568;15.79569577392897;1
1e-05;1000.0;1.0;1000.0;0;0;1314.2122769354232;1617.347400034457;0.0008382160981035;1530.5641533015948;2;1;-617.347400034457;-0.0008282160981034999;-1529.5641533015948;314.21227693542323;0
1e-05;1000.0;1.0;1000.0;0;0;6465.2471130871845;1975.379674338512;0.0004133727747926;1803.0549143081305;2;1;-975.3796743385119;-0.00040337277479259996;-1802.0549143081305;5465.2471130871845;0
0.0;1000.0;1.0;1000.0;0;1;1242.488450440681;773.2186133019713;0.0;0.33338378463389184;4;0;226.78138669802865;0.0;0.6666162153661082;242.48845044068094;1
1e-09;1000.0;1.0;1000.0;1;0;1480.3521564428945;597.1390588065831;4.817652971221215e-10;0.6982479607221027;1;1;402.8609411934169;5.182347028778785e-10;0.3017520392778973;480.3521564428945;1
1e-07;0.1;1.0;1000.0;0;0;1367.9358960310724;0.0719586775777733;1.826183375467993e-08;0.891693556172119;0;1;0.028041322422226705;8.173816624532007e-08;0.10830644382788102;367.9358960310724;1
0.0;1000.0;1.0;1000.0;0;1;4171.801901353572;1731.4638641140257;0.0004794426862724;1809.033863675548;4;0;-731.4638641140257;-0.0004794426862724;-1808.033863675548;3171.8019013535722;0
1e-05;1000.0;1.0;1000.0;0;0;6517.617966138864;2142.233749450433;0.0004710425824438;2165.734025831554;2;1;-1142.2337494504332;-0.0004610425824438;-2164.734025831554;5517.617966138864;0
0.0;1000.0;1.0;1000.0;0;1;3983.248497403026;2429.787876076432;0.0002823069817784;2027.7283690754648;4;0;-1429.787876076432;-0.0002823069817784;-2026.7283690754648;2983.248497403026;0
1e-09;1000.0;1.0;1000.0;1;0;5604.658781371848;2146.2791300149424;0.0006147635715682;1859.2058046826755;1;1;-1146.2791300149424;-0.0006147625715682;-1858.2058046826755;4604.658781371848;0
0.0;1000.0;1.0;1000.0;0;1;4148.214437115961;2450.472066387734;0.0006631914245062;2584.6394756260365;4;0;-1450.4720663877338;-0.0006631914245062;-2583.6394756260365;3148.214437115961;0
1e-09;1000.0;1.0;1000.0;1;0;3467.632842262165;861.3827656683119;0.0004214033390375;1325.7381542321928;1;1;138.6172343316881;-0.0004214023390375;-1324.7381542321928;2467.632842262165;0
1e-06;1.0;1000.0;1000.0;0;0;7884.547162331607;2076.324586523801;0.0004926375434999;3578.386894245404;0;1;-2075.324586523801;-0.0004916375434999;-2578.386894245404;6884.547162331607;0
0.0;1000.0;1.0;1000.0;0;1;6861.08421690365;2153.196422737381;0.0007591895634786;1548.029340955315;4;0;-1153.196422737381;-0.0007591895634786;-1547.029340955315;5861.08421690365;0
0.0;1000.0;1.0;1000.0;0;1;3789.553301892689;1889.608859947226;0.0003744564368877;2317.4926816056004;4;0;-889.6088599472259;-0.0003744564368877;-2316.4926816056004;2789.553301892689;0
1e-05;1000.0;1.0;1000.0;0;1;1065.8430453276756;752.5503781560972;7.754537995469542e-06;0.6891891132686097;3;1;247.44962184390283;2.245462004530459e-06;0.31081088673139035;65.84304532767555;1
1e-05;1000.0;1.0;1000.0;0;1;7460.631959552398;2307.456773765342;0.0005165496300364;1986.675696645182;3;1;-1307.456773765342;-0.0005065496300364;-1985.675696645182;6460.631959552398;0
0.0;1000.0;1.0;1000.0;0;1;3353.6306782999736;2081.962500434318;0.000767381307111;2880.807824564937;4;0;-1081.962500434318;-0.000767381307111;-2879.807824564937;2353.6306782999736;0
1e-09;1000.0;1.0;1000.0;1;0;1281.4722692815633;543.1655765120158;2.456015201933276e-10;0.5850918500618704;1;1;456.83442348798417;7.543984798066724e-10;0.41490814993812963;281.4722692815633;1
0.0;1000.0;1.0;1000.0;0;1;5783.85577709604;1781.07332971369;0.0006327014579394;1480.102301122331;4;0;-781.0733297136901;-0.0006327014579394;-1479.102301122331;4783.85577709604;0
1e-05;1000.0;1.0;1000.0;0;1;8784.279184675324;1807.1730736240563;0.001;1493.3527262957368;3;1;-807.1730736240563;-0.00099;-1492.3527262957368;7784.279184675324;0
0.0;1000.0;1.0;1000.0;0;1;5090.210281187105;1489.7447214834342;0.0005047712374703;2361.451013145264;4;0;-489.7447214834342;-0.0005047712374703;-2360.451013145264;4090.2102811871046;0
1e-05;1000.0;1.0;1000.0;0;1;6750.010430604587;1682.9320780453893;0.0;1967.796663923196;3;1;-682.9320780453893;1e-05;-1966.796663923196;5750.010430604587;0
1e-06;1.0;1000.0;1000.0;0;0;3304.936646144935;1373.8258269491382;0.000414780958938;1668.017010050733;0;1;-1372.8258269491382;-0.00041378095893799996;-668.017010050733;2304.936646144935;0
1e-09;1000.0;1.0;1000.0;1;0;5602.1937278364;1741.8785921277286;0.0004248299092409;1811.317973887003;1;1;-741.8785921277286;-0.0004248289092409;-1810.317973887003;4602.1937278364;0
1e-06;1.0;1000.0;1000.0;0;0;4401.202082699373;2242.878054340532;0.0007583812970696;1667.4560970195191;0;1;-2241.878054340532;-0.0007573812970695999;-667.4560970195191;3401.202082699373;0
1e-05;1000.0;1.0;1000.0;0;1;1414.9672458170205;624.828400289529;4.574224961641094e-06;0.4866297495460412;3;1;375.171599710471;5.425775038358907e-06;0.5133702504539588;414.9672458170205;1
1e-06;1.0;1000.0;1000.0;0;0;7664.718292214482;1965.862959199612;0.0007210404446387;2181.526539004853;0;1;-1964.862959199612;-0.0007200404446387;-1181.526539004853;6664.718292214482;0
1e-05;1000.0;1.0;1000.0;0;1;1180.7000846725525;916.0760725771423;1.3890783777044826e-06;0.27382276171017655;3;1;83.92392742285767;8.610921622295518e-06;0.7261772382898235;180.70008467255252;1
0.0;1000.0;1.0;1000.0;0;1;3841.4670997191697;2095.9680045928167;0.0005490445266582;1697.9317485122865;4;0;-1095.9680045928167;-0.0005490445266582;-1696.9317485122865;2841.4670997191697;0
1e-06;1.0;1000.0;1000.0;0;0;5059.657762642002;2655.5691559918373;0.0005672235110948;731.0184933380897;0;1;-2654.5691559918373;-0.0005662235110948;268.9815066619103;4059.657762642002;0
1e-05;1000.0;1.0;1000.0;0;0;5625.715679386048;1850.001918625509;0.0005473732378639;1778.74438428361;2;1;-850.001918625509;-0.0005373732378639;-1777.74438428361;4625.715679386048;0
1e-09;1000.0;1.0;1000.0;1;0;3906.496684062914;2308.613705131893;0.000689615406054;3306.553284568745;1;1;-1308.6137051318929;-0.000689614406054;-3305.553284568745;2906.496684062914;0
1e-05;1000.0;1.0;1000.0;0;0;5218.903490345717;2247.051685945359;0.0004582952993776;1777.777312481869;2;1;-1247.0516859453592;-0.0004482952993776;-1776.777312481869;4218.903490345717;0
1e-07;0.1;1.0;1000.0;0;0;6515.31189759199;1584.2902541555795;0.0004363527562974;1798.794720527907;0;1;-1584.1902541555796;-0.0004362527562974;-1797.794720527907;5515.31189759199;0
1e-06;1.0;1000.0;1000.0;0;0;1373.3441061887502;0.7293849154031271;4.1575927886408715e-07;313.5819797763049;0;1;0.2706150845968729;5.842407211359129e-07;686.4180202236951;373.3441061887502;1
1e-06;1000.0;1.0;1000.0;1;0;3828.356459848247;618.5512634114898;0.0005325079949239;2412.9005272094364;1;1;381.4487365885102;-0.0005315079949239;-2411.9005272094364;2828.356459848247;0
1e-09;1000.0;1.0;1000.0;1;0;3717.8686490129176;2707.8259971819007;0.0004652527739688;2715.890743909041;1;1;-1707.8259971819007;-0.0004652517739688;-2714.890743909041;2717.8686490129176;0
1e-05;1000.0;1.0;1000.0;0;0;2761.219975749652;1203.9229056730087;0.0008642250449519;1562.9225384187737;2;1;-203.9229056730087;-0.0008542250449519;-1561.9225384187737;1761.219975749652;0
1e-05;1000.0;1.0;1000.0;0;0;6423.679113011347;1907.315109362296;0.0006190458047535;996.8981296338868;2;1;-907.315109362296;-0.0006090458047535;-995.8981296338868;5423.679113011347;0
1e-05;1000.0;1.0;1000.0;0;1;3824.50371851282;2552.648655687186;0.0004068692711398;1772.8045256201262;3;1;-1552.648655687186;-0.00039686927113979995;-1771.8045256201262;2824.50371851282;0
1e-05;1000.0;1.0;1000.0;0;1;1055.0078284258186;701.8302531297304;7.170126486987545e-06;0.5391767108689087;3;1;298.1697468702696;2.829873513012456e-06;0.4608232891310913;55.007828425818616;1
1e-07;0.1;1.0;1000.0;0;0;5882.194880315372;2156.115161897634;0.0003430895530972;1860.967948290107;0;1;-2156.0151618976342;-0.0003429895530972;-1859.967948290107;4882.194880315372;0
0.0;1000.0;1.0;1000.0;0;1;4982.8084011992905;2563.4408917439923;0.0003090143809203;2795.9683363180634;4;0;-1563.4408917439923;-0.0003090143809203;-2794.9683363180634;3982.8084011992905;0
1e-06;1000.0;1.0;1000.0;1;0;1174.4533842193193;554.1528337056084;5.0657246059065e-07;0.21942632019590536;1;1;445.8471662943916;4.934275394093499e-07;0.7805736798040946;174.45338421931933;1
1e-05;1000.0;1.0;1000.0;0;0;6351.412912974893;1989.969510117556;0.0003568708250987;2281.330579310158;2;1;-989.969510117556;-0.00034687082509869997;-2280.330579310158;5351.412912974893;0
1e-07;0.1;1.0;1000.0;0;0;4058.184021176279;2119.861773564062;0.0005068750672305;2285.68896887716;0;1;-2119.761773564062;-0.0005067750672305;-2284.68896887716;3058.184021176279;0
0.0;1000.0;1.0;1000.0;0;1;1372.6112046721405;2026.975822338319;0.0003266853501056;2335.974682425342;4;0;-1026.975822338319;-0.0003266853501056;-2334.974682425342;372.6112046721405;0
1e-05;1000.0;1.0;1000.0;0;0;7222.349440678237;1852.4918090320448;0.0004516917754846;2463.7118746919123;2;1;-852.4918090320448;-0.00044169177548459995;-2462.7118746919123;6222.349440678237;0
1e-06;1.0;1000.0;1000.0;0;0;3620.3122397637344;1102.8490725483969;0.0004279853809645;740.8229960424474;0;1;-1101.8490725483969;-0.00042698538096449997;259.17700395755264;2620.3122397637344;0
1e-09;1000.0;1.0;1000.0;1;0;3802.362860937701;1252.7920222136588;0.0004842352253411;2403.194163298197;1;1;-252.7920222136588;-0.0004842342253411;-2402.194163298197;2802.362860937701;0
0.0;1000.0;1.0;1000.0;0;1;1238.0324506060851;511.0400398310755;0.0;0.15396031792094755;4;0;488.9599601689245;0.0;0.8460396820790524;238.03245060608515;1
0.0;1000.0;1.0;1000.0;0;1;5099.825048126231;2227.395060944645;0.0007136782526208;1540.0950854695252;4;0;-1227.3950609446451;-0.0007136782526208;-1539.0950854695252;4099.825048126231;0
1e-07;0.1;1.0;1000.0;0;0;4543.474945065716;2840.9512649143844;0.0004811925189919;3102.2289727652897;0;1;-2840.8512649143845;-0.0004810925189919;-3101.2289727652897;3543.4749450657164;0
0.0;1000.0;1.0;1000.0;0;1;6647.120509578088;1860.1855532235263;0.0004656038441655;2595.244938295352;4;0;-860.1855532235263;-0.0004656038441655;-2594.244938295352;5647.120509578088;0
1e-07;0.1;1.0;1000.0;0;0;7742.082468518589;3019.114501857063;0.0003824376062598;1459.5919021197387;0;1;-3019.014501857063;-0.0003823376062598;-1458.5919021197387;6742.082468518589;0
1e-06;1.0;1000.0;1000.0;0;0;3868.61406919246;1196.9955599004631;0.0003270858261582;1682.406382726081;0;1;-1195.9955599004631;-0.00032608582615819995;-682.4063827260809;2868.61406919246;0
0.0;1000.0;1.0;1000.0;0;1;3437.310627851088;2140.1031307081103;0.0004751891534623;2719.8737968486766;4;0;-1140.1031307081103;-0.0004751891534623;-2718.8737968486766;2437.310627851088;0
1e-06;1.0;1000.0;1000.0;0;0;4130.751359083831;1821.858364955598;0.0007221301994907;1979.5593724100956;0;1;-1820.858364955598;-0.0007211301994907;-979.5593724100956;3130.7513590838307;0
0.0;1000.0;1.0;1000.0;0;1;5732.190642485285;1124.9773782723437;0.0;1135.1676333198916;4;0;-124.97737827234369;0.0;-1134.1676333198916;4732.190642485285;0
1e-05;1000.0;1.0;1000.0;0;0;4806.584445557158;871.2763971593764;0.0006702571180927;3171.495784911549;2;1;128.72360284062358;-0.0006602571180926999;-3170.495784911549;3806.584445557158;0
0.0;1000.0;1.0;1000.0;0;1;4166.564218235844;1710.2165360584263;0.0006912602717748;1836.2962025633783;4;0;-710.2165360584263;-0.0006912602717748;-1835.2962025633783;3166.5642182358442;0
1e-06;1000.0;1.0;1000.0;1;0;2839.032007138689;1760.132416812514;0.0001444203133463;2020.237963043244;1;1;-760.1324168125141;-0.0001434203133463;-2019.237963043244;1839.032007138689;0
1e-09;1000.0;1.0;1000.0;1;0;1456.3838202446689;751.6055813913025;8.174459820228819e-10;0.12651438324255146;1;1;248.3944186086975;1.825540179771182e-10;0.8734856167574485;456.38382024466887;1
1e-06;1.0;1000.0;1000.0;0;0;3326.1381942568123;2507.759955485981;0.0004272769008072;1442.5244168021643;0;1;-2506.759955485981;-0.0004262769008072;-442.5244168021643;2326.1381942568123;0
1e-05;1000.0;1.0;1000.0;0;0;7107.649033776157;1729.5394785110338;0.0004722207944277;2864.52775527109;2;1;-729.5394785110338;-0.00046222079442769995;-2863.52775527109;6107.649033776157;0
0.0;1000.0;1.0;1000.0;0;1;5727.081956311484;1342.2180153856923;0.0005357251103015;1381.244960924438;4;0;-342.2180153856923;-0.0005357251103015;-1380.244960924438;4727.081956311484;0
1e-09;1000.0;1.0;1000.0;1;0;4681.306384657901;1842.643609031457;0.0005529959948994;2160.169196826215;1;1;-842.6436090314569;-0.0005529949948994;-2159.169196826215;3681.3063846579007;0
1e-05;1000.0;1.0;1000.0;0;0;1340.6539556783873;543.7438799471357;5.825276408136225e-06;0.6049385441696823;2;1;456.2561200528643;4.174723591863776e-06;0.3950614558303177;340.6539556783873;1
1e-09;1000.0;1.0;1000.0;1;0;2854.242722023485;3097.983147257093;0.0007711555287553;2710.099497009436;1;1;-2097.983147257093;-0.0007711545287553;-2709.099497009436;1854.242722023485;0
1e-06;1000.0;1.0;1000.0;1;0;1405.011379451679;726.1037824279655;4.3583444445699755e-07;0.4153265451413345;1;1;273.8962175720345;5.641655555430025e-07;0.5846734548586655;405.011379451679;1
1e-05;1000.0;1.0;1000.0;0;0;2023.5391852874864;1388.1752651926222;0.0009383809016337;1881.4190755911088;2;1;-388.1752651926222;-0.0009283809016337;-1880.4190755911088;1023.5391852874864;0
1e-07;0.1;1.0;1000.0;0;0;1016.6888046506286;0.07430995345422123;3.77035945348788e-08;0.8458071089205716;0;1;0.025690046545778777;6.22964054651212e-08;0.15419289107942835;16.68880465062864;1
1e-05;1000.0;1.0;1000.0;0;1;1140.3716997804931;904.5822807236092;2.1575946517742585e-06;0.3330240801248653;3;1;95.41771927639081;7.842405348225743e-06;0.6669759198751347;140.37169978049315;1
1e-07;0.1;1.0;1000.0;0;0;5472.6331539438825;2070.8719237576893;0.0005539526734875;2096.7813836467426;0;1;-2070.7719237576894;-0.0005538526734875;-2095.7813836467426;4472.6331539438825;0
1e-05;1000.0;1.0;1000.0;0;1;1334.860332635742;507.7759894029753;8.090553508982738e-06;0.8134029299208042;3;1;492.2240105970247;1.9094464910172626e-06;0.1865970700791958;334.860332635742;1
1e-07;0.1;1.0;1000.0;0;0;1140.320306515786;0.08438587902752703;6.063499831077782e-08;0.40225085443263775;0;1;0.015614120972472972;3.936500168922217e-08;0.5977491455673623;140.3203065157859;1
1e-05;1000.0;1.0;1000.0;0;1;2985.845460057114;1024.3902569891775;0.0003353381594901;2439.0941199495755;3;1;-24.390256989177487;-0.0003253381594901;-2438.0941199495755;1985.845460057114;0
1e-05;1000.0;1.0;1000.0;0;1;6971.50175991315;2462.1819710153536;0.0004443879658754;2043.070732788881;3;1;-1462.1819710153536;-0.00043438796587539995;-2042.070732788881;5971.50175991315;0
0.0;1000.0;1.0;1000.0;0;1;1256.658900910825;657.2605723040341;0.0;0.4518129781106426;4;0;342.7394276959659;0.0;0.5481870218893574;256.65890091082497;1
0.0;1000.0;1.0;1000.0;0;1;1389.6062119839244;619.608913849774;0.0;0.4383646815187213;4;0;380.391086150226;0.0;0.5616353184812787;389.60621198392437;1
0.0;1000.0;1.0;1000.0;0;1;4819.258751091144;426.36922690422927;0.0006483848603375;3216.971389235729;4;0;573.6307730957708;-0.0006483848603375;-3215.971389235729;3819.2587510911444;0
0.0;1000.0;1.0;1000.0;0;1;6078.940628722218;1386.2564571884795;0.0001843220636691;1257.875251783826;4;0;-386.25645718847954;-0.0001843220636691;-1256.875251783826;5078.940628722218;0
1e-09;1000.0;1.0;1000.0;1;0;3310.9158137395707;1333.51528515619;0.0002312146908725;2686.7412133686166;1;1;-333.51528515619;-0.00023121369087250002;-2685.7412133686166;2310.9158137395707;0
1e-05;1000.0;1.0;1000.0;0;0;7221.708263138031;1254.7144315646174;0.0006610211833895;2285.314227904866;2;1;-254.71443156461737;-0.0006510211833895;-2284.314227904866;6221.708263138031;0
1e-09;1000.0;1.0;1000.0;1;0;1377.8104462610736;745.9869827643129;8.365784561517914e-10;0.4690571640999963;1;1;254.01301723568713;1.634215438482087e-10;0.5309428359000037;377.8104462610736;1
1e-05;1000.0;1.0;1000.0;0;0;4198.760252766888;1803.1393424770515;0.0006260108243427;1858.7365448704256;2;1;-803.1393424770515;-0.0006160108243427;-1857.7365448704256;3198.760252766888;0
1e-05;1000.0;1.0;1000.0;0;0;1452.0422773319244;780.6667005159774;3.2402598487712842e-06;0.6298503644423571;2;1;219.33329948402263;6.759740151228717e-06;0.3701496355576429;452.0422773319244;1
1e-05;1000.0;1.0;1000.0;0;1;2152.4911440688484;1264.6361570047009;0.0002239604619309;2700.209123520729;3;1;-264.63615700470086;-0.0002139604619309;-2699.209123520729;1152.4911440688484;0
1e-07;0.1;1.0;1000.0;0;0;1482.5080923787664;0.06163152961303824;5.725816607824101e-08;0.20806082208928045;0;1;0.03836847038696176;4.2741833921758984e-08;0.7919391779107195;482.5080923787664;1
1e-07;0.1;1.0;1000.0;0;0;1034.7281808313858;0.06282369675668578;8.984083200473595e-08;0.159053519121722;0;1;0.037176303243314224;1.0159167995264046e-08;0.8409464808782781;34.72818083138577;1
0.0;1000.0;1.0;1000.0;0;1;4783.679127845002;1955.5391641118936;0.0005208643631686;1857.775943876151;4;0;-955.5391641118936;-0.0005208643631686;-1856.775943876151;3783.679127845002;0
1e-06;1.0;1000.0;1000.0;0;0;1.0;2554.247919901676;0.0003390521725641;2624.345776801662;0;1;-2553.247919901676;-0.0003380521725641;-1624.345776801662;-999.0;0
1e-09;1000.0;1.0;1000.0;1;0;6194.635613429155;3776.449162536249;0.0006087395323286;2791.258840770428;1;1;-2776.449162536249;-0.0006087385323286;-2790.258840770428;5194.635613429155;0
1e-06;1000.0;1.0;1000.0;1;0;6178.171723455878;1988.0939831035903;0.0004549836797816;1725.384018067765;1;1;-988.0939831035903;-0.00045398367978159997;-1724.384018067765;5178.171723455878;0
1e-07;0.1;1.0;1000.0;0;0;6969.405165774698;1055.3175787748146;0.0004496673709552;2317.6046568253264;0;1;-1055.2175787748147;-0.0004495673709552;-2316.6046568253264;5969.405165774698;0
1e-06;1000.0;1.0;1000.0;1;0;2514.656145774012;1908.6475791945525;0.0005569550703813;2803.6270717309203;1;1;-908.6475791945525;-0.0005559550703813;-2802.6270717309203;1514.6561457740122;0
1e-05;1000.0;1.0;1000.0;0;1;4512.496438850246;3252.727360314875;0.0006548160244329;2435.6031190556287;3;1;-2252.727360314875;-0.0006448160244329;-2434.6031190556287;3512.496438850246;0
